electrical_capacity,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,data_source,nuts_1_region,nuts_2_region,nuts_3_region,lon,lat,municipality,postcode,region,locality,owner,site_name
0.007,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.6833,50.1167,Praha-východ,250 92,Středočeský,Šestajovice,,Ve Skalkách 708
0.009,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ08,CZ080,17.8667,49.95,Opava,747 07,Moravskoslezský,Opava,,FVE Grossmann Opava
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.4333,48.9167,České Budějovice,373 82,Jihočeský,Včelná,,FVE Včelná 560
0.01,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,15.7875,49.9472,Chrudim,537 01,Pardubický,Chrudim,,FVE Slavík
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.7667,49.6,Blansko,679 39,Jihomoravský,Úsobrno,,"Úsobrno - FVE, Přichystal"
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ051,15.0833,50.5833,Liberec,463 46,Liberecký,Svijany,,"FVE - 4,32"
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,15.75,50.3667,Trutnov,544 54,Královéhradecký,Velký Vřešťov,,FVE Pavelka - Velký Vřešťov
0.009,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.0167,49.2667,Strakonice,387 51,Jihočeský,Štěkeň,,FVE Liška
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.1667,48.8333,Znojmo,671 25,Jihomoravský,Tasovice,,"FVE - 4,8"
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,15.7833,50.1667,Pardubice,533 45,Pardubický,Dolany,,FVE - Polák
0.02,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,15.3833,50.2,Hradec Králové,503 51,Královéhradecký,Chlumec nad Cidlinou,Zdeněk Tomášek s.r.o.,FVE Chlumec
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ063,15.7167,49.1,Třebíč,675 44,Vysočina,Lesonice,,FVE BULÍČEK
0.003,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.7667,49.6,Blansko,679 39,Jihomoravský,Úsobrno,,"Úsobrno - FVE, Komárek, č. p. 48"
0.02,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ08,CZ080,17.8667,49.95,Opava,747 07,Moravskoslezský,Opava,Autogas Opava s. r. o.,FVE Autogas Opava
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.7667,49.6,Blansko,679 39,Jihomoravský,Úsobrno,,"Úsobrno - FVE, Zmeškalová, č. p. 119"
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,15.8,50.2,Hradec Králové,500 04,Královéhradecký,Hradec Králové,,"FVE - 4,8"
0.003,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.8667,49.2167,Klatovy,342 01,Plzeňský,Sušice,,Rudolf Zimmel
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ08,CZ080,18.0333,49.9,Opava,747 62,Moravskoslezský,Mokré Lazce,,FVE Krist Mokré Lazce
0.001,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.6333,48.9333,České Budějovice,373 11,Jihočeský,Ledenice,,FVE Doleželová - Ledenice
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.2667,48.8,Český Krumlov,382 21,Jihočeský,Kájov,,FVE Roubík Kájov
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.1333,49.9833,Beroun,267 11,Středočeský,Vráž,,Rodinný dům
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,15.7,50.3167,Hradec Králové,503 15,Královéhradecký,Kunčice,,FVE -ŠOLC -KUNČICE
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.5167,49.5167,Blansko,679 72,Jihomoravský,Kunštát,,FVE Žáčková LUNEK
0.011,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ063,15.2,49.5667,Pelhřimov,394 56,Vysočina,Senožaty,,FVE Senožaty 252
0.003,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.8667,49.2167,Klatovy,342 01,Plzeňský,Sušice,TELCIT spol. s r.o.,"FVE T.G.Masaryka 14, Sušice"
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.1333,48.7,Český Krumlov,382 26,Jihočeský,Černá v Pošumaví,TELCIT spol. s r.o.,FVE Bližná 38CH
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.85,49.3833,Blansko,679 06,Jihomoravský,Jedovnice,,"FVE 4,8 kWp Jedovnice"
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.5333,49.1167,Brno-venkov,664 44,Jihomoravský,Ořechov,,FVE Beránek
0.015,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.5333,49.3,Brno-venkov,664 34,Jihomoravský,Jinačovice,"HD group, s.r.o.",FVE Jinačovice 214
0.002,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,13.7667,49.2667,Strakonice,387 16,Jihočeský,Kraselov,,FVE VESELÝ
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ072,17.65,49.4,Kroměříž,768 61,Zlínský,Slavkov pod Hostýnem,,FVE - Blažek
0.02,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.4833,49.3333,Brno-venkov,664 24,Jihomoravský,Drásov,,"FVE 19,6 kWp Drásov LUNEK"
0.007,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ072,17.6667,49.3,Zlín,763 16,Zlínský,Fryšták,,Zdeněk Baďura
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,15.6333,50.55,Trutnov,543 74,Královéhradecký,Dolní Kalná,,Miroslav Zaplatílek
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.6,49.4167,Blansko,679 21,Jihomoravský,Černá Hora,,"FVE Lubomír Vlk, Černá Hora"
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ04,CZ042,13.8833,50.675,Teplice,417 42,Ústecký,Krupka,,"FVE Krupka, Višňový sad 341"
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ071,17.35,49.4333,Přerov,751 02,Olomoucký,Troubky,,"FV6-223 Troubky p. Bilík, 4,5 kWp"
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.5,49.8,Plzeň-město,330 03,Plzeňský,Chrást,,U STADIONU 606
0.03,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,16.2667,49.9167,Ústí nad Orlicí,566 01,Pardubický,Vysoké Mýto,,Antonín Novotný
0.009,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.2167,49.1667,Písek,398 11,Jihočeský,Protivín,,Protivín Zborovská 593
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ08,CZ080,17.75,50.0,Opava,747 75,Moravskoslezský,Velké Heraltice,,FVE - Michal Petro
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.6667,49.6,Blansko,679 63,Jihomoravský,Velké Opatovice,,"V. Opanovice - FVE, Ženožička"
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.85,50.1833,Nymburk,289 22,Středočeský,Lysá nad Labem,,FVE Fischer
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ071,17.05,49.4667,Prostějov,798 02,Olomoucký,Mostkovice,,FVE Hrazdil
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,13.85,49.95,Beroun,267 42,Středočeský,Broumy,,FVE Broumy Balaš
0.013,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,12.9045,49.4524,Domažlice,344 01,Plzeňský,Domažlice,,"Říha 12,75"
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ08,CZ080,18.3333,49.7,Frýdek-Místek,739 25,Moravskoslezský,Sviadnov,,FVE Novák
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.55,49.35,Blansko,679 22,Jihomoravský,Lipůvka,,FVS - Josef Lechner
0.003,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.0,50.2667,Kladno,273 75,Středočeský,Kutrovice,,FVE Langr
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ063,15.4833,49.6333,Havlíčkův Brod,580 01,Vysočina,Havlíčkův Brod,,FVE - Veleta
0.007,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ04,CZ042,13.8833,50.675,Teplice,417 42,Ústecký,Krupka,,FVE Přemysl Pokorný
0.03,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.25,48.95,Znojmo,671 71,Jihomoravský,Hostěradice,,FVE HOSTĚRADICE ING. KŘÁPEK - 30kWp
0.009,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ08,CZ080,18.7667,49.5833,Frýdek-Místek,739 92,Moravskoslezský,Návsí,KUBOJAMA s.r.o.,FVE - Kubojama
0.018,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ08,CZ080,18.7667,49.5833,Frýdek-Místek,739 92,Moravskoslezský,Návsí,KUBOJAMA s.r.o.,FVE - Kubojama 2
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.5167,50.0167,,149 00,Hlavní město Praha,Praha,,FVE Havrda Újezd
0.008,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ08,CZ080,17.9167,49.6667,Nový Jičín,742 01,Moravskoslezský,Suchdol nad Odrou,,FVE Svoboda
0.006,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.1833,50.2,Kladno,273 41,Středočeský,Cvrčovice,,Radek Toušek - FVE
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ071,17.675,49.5667,Přerov,753 61,Olomoucký,Hranice,,FVE Lév
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,15.3833,50.2,Hradec Králové,503 51,Královéhradecký,Chlumec nad Cidlinou,,FVE Pod Loretou
0.03,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.2167,48.9167,Český Krumlov,382 03,Jihočeský,Křemže,AGRIO MZS s.r.o.,FVE MŘÍČ AGRIO
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,16.2667,50.1833,Rychnov nad Kněžnou,516 01,Královéhradecký,Rychnov nad Kněžnou,,FVE RD SRDÍNKO
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ04,CZ042,13.8,50.6167,Teplice,417 71,Ústecký,Zabrušany,,FVE František Waldstein
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ08,CZ080,18.3167,49.5833,Frýdek-Místek,739 11,Moravskoslezský,Frýdlant nad Ostravicí,,FVE Sadílek - Frýdlant
0.01,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.3833,49.6167,Plzeň-jih,334 01,Plzeňský,Přeštice,,Karel Naxera
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.65,49.4,Tábor,390 01,Jihočeský,Tábor,,Jindřiška Černá
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,16.2667,50.1833,Rychnov nad Kněžnou,516 01,Královéhradecký,Rychnov nad Kněžnou,,FVE RD FOLKMAN
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.5333,48.8167,České Budějovice,373 22,Jihočeský,Ločenice,,FVE Blažek
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.3088,49.383,Klatovy,339 01,Plzeňský,Bezděkov,,Ing. Stanislav Šedivec
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,15.5333,50.2,Hradec Králové,504 01,Královéhradecký,Nový Bydžov,,FVE Skřeněř 47
0.01,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,16.3667,50.1,Rychnov nad Kněžnou,517 55,Královéhradecký,Rybná nad Zdobnicí,,Ing. Milan Tomáš
0.011,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.2333,49.7333,Plzeň-sever,330 26,Plzeňský,Tlučná,,"FVE 10,56 kW Tlučná"
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ08,CZ080,17.7667,49.8333,Opava,747 84,Moravskoslezský,Melč,,"FVE - 4,8"
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ08,CZ080,18.3167,49.5833,Frýdek-Místek,739 11,Moravskoslezský,Malenovice,,Robin Maderský
0.02,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.9,48.85,Břeclav,691 02,Jihomoravský,Velké Bílovice,LIPERA s.r.o.,FVE Lipera
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ072,17.2667,49.2667,Kroměříž,768 02,Zlínský,Soběsuky,,FVS-Zdeněk Šamánek
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.8667,49.2167,Klatovy,342 01,Plzeňský,Soběšice,,Dana Hnídková
0.028,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.45,49.3167,Brno-venkov,666 03,Jihomoravský,Všechovice,,"FVE 27,93 Všechovice LUNEK"
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,15.9333,50.1167,Pardubice,534 01,Pardubický,Ostřetín,,FVE Ostřetín Jahelka
0.029,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,16.25,50.2,Rychnov nad Kněžnou,517 01,Královéhradecký,Solnice,Auto SAS s.r.o.,FVE Auto SAS s.r.o.
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.2333,49.7333,Plzeň-sever,330 26,Plzeňský,Tlučná,,WOLKEROVA 263
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.5833,49.6,Plzeň-jih,335 61,Plzeňský,Spálené Poříčí,,FVE Čada
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.95,49.05,Hodonín,696 34,Jihomoravský,Uhřice,,FVE Martin Kovanda
0.03,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.9333,49.25,Vyškov,683 03,Jihomoravský,Luleč,"UKRPROM-servis, spol. s r.o.","UKRPROM-servis, spol. s r.o."
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.5167,49.75,Rokycany,337 01,Plzeňský,Rokycany,,FVE Červenka
0.025,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.0667,49.2167,Strakonice,389 01,Jihočeský,Libějovice,,Sklad
0.029,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,15.7875,49.9472,Chrudim,537 01,Pardubický,Chrudim,SEZAM Chrudim s.r.o.,SEZAM CHRUDIM s.r.o. - ul. PARDUBICKÁ I
0.029,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,15.7875,49.9472,Chrudim,537 05,Pardubický,Chrudim,SEZAM Chrudim s.r.o.,SEZAM CHRUDIM s.r.o. - ul. TOPOLSKÁ
0.019,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,15.7875,49.9472,Chrudim,537 01,Pardubický,Chrudim,SEZAM Chrudim s.r.o.,SEZAM CHRUDIM s.r.o. - ul. PARDUBICKÁ II
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,15.9,50.05,Pardubice,530 02,Pardubický,Pardubice,,FVS na RD č. p. 1464 Pardubice
0.029,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ071,17.6167,49.6333,Přerov,753 62,Olomoucký,Potštát,PILA POTŠTÁT s.r.o.,FVE - Pila Potštát s.r.o.
0.03,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ063,15.8167,49.3,Třebíč,675 07,Vysočina,Čechtín,"HP Čechtín, s.r.o.","FV6-215 Čechtín, HP Čechtín, 29,64 kWp"
0.011,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ063,15.4833,49.6333,Havlíčkův Brod,580 01,Vysočina,Havlíčkův Brod,,FVE MOLÁKOVI
0.003,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,17.0833,49.0167,Hodonín,697 01,Jihomoravský,Kyjov,,FVE Žižlavský
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.0,49.1833,Strakonice,386 01,Jihočeský,Drachkov,,Miroslav Krčal
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.4833,49.75,Plzeň-sever,330 01,Plzeňský,Kyšice,,FVE Kuneš
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.7333,49.1833,Brno-venkov,664 03,Jihomoravský,Podolí,,FVE Podolí
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.7083,49.425,Tábor,390 02,Jihočeský,Tábor,,FV Adler U Jednoty
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.7083,49.425,Tábor,390 02,Jihočeský,Tábor,,FV Adler Za Hřištěm
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ051,15.1,50.7333,Liberec,463 11,Liberecký,Liberec,,FVE Kači
0.014,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ08,CZ080,18.3667,49.8667,Karviná,735 32,Moravskoslezský,Rychvald,,"FVE_Zublová_13,965kW"
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,16.0667,50.15,Rychnov nad Kněžnou,517 22,Královéhradecký,Albrechtice nad Orlicí,,Jan Černý
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.6667,49.3333,Blansko,679 03,Jihomoravský,Blansko,,FVE Martin Pořízek
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ063,15.2667,49.5667,Pelhřimov,396 01,Vysočina,Humpolec,,FVE - Petr Maršík
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.8667,49.0333,Břeclav,691 74,Jihomoravský,Velké Hostěrádky,,Jiří Trávníček FVE
0.01,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.8833,50.05,Kolín,282 01,Středočeský,Chrášťany,,FVE Chotouň 90
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.35,49.2333,Brno-venkov,664 83,Jihomoravský,Domašov,,"FVE 5,0 kWp Surovec LUNEK"
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ072,17.6667,49.2,Zlín,760 01,Zlínský,Zlín,AUTO-CENTRUM Zlín s.r.o.,AUTO-CENTRUM Zlín s.r.o.
0.003,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,16.1,50.05,Pardubice,533 74,Pardubický,Horní Jelení,,Horní Jelení 35
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,15.9333,48.85,Znojmo,669 02,Jihomoravský,Suchohrdly,,FVE Suchohrdly
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.5833,49.6,Plzeň-jih,335 61,Plzeňský,Spálené Poříčí,,FVE Havlíčkova 76
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.5667,48.9333,České Budějovice,370 06,Jihočeský,České Budějovice,,FVE Vrbné 1849
0.003,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.3233,49.76,Plzeň-město,312 00,Plzeňský,Plzeň,,FVE Červenohrádecká 92
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ063,15.9,49.2,Třebíč,674 01,Vysočina,Třebíč,,Fotovoltaická elektr.
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ04,CZ042,13.75,50.4667,Most,434 01,Ústecký,Most,,"FVE - 4,8"
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ063,15.9,49.2,Třebíč,674 01,Vysočina,Třebíč,,Fotovoltaická elektr
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,15.0,49.8667,Kutná Hora,285 04,Středočeský,Onomyšl,,výroba elektřiny
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.4979,49.5625,Blansko,679 62,Jihomoravský,Vranová,,FVE Věra Ježová
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,15.0,49.8667,Kutná Hora,285 04,Středočeský,Rašovice,,výroba elektřiny
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ01,CZ010,14.4167,50.0333,,147 00,Hlavní město Praha,Praha,,FVE Tomandl Pod Zemankou
0.008,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.8167,49.9,Kolín,281 63,Středočeský,Stříbrná Skalice,,"FVE 8,2 kWp Střimelice"
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,15.8125,50.5292,Trutnov,542 42,Královéhradecký,Pilníkov,,FVE Mrštíková
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.6,49.4167,Blansko,679 21,Jihomoravský,Brťov-Jeneč,,"Brťov - FVE, Svoboda, č.p. 4"
0.015,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ08,CZ080,18.3333,49.7,Frýdek-Místek,739 25,Moravskoslezský,Sviadnov,"MARKAGRO, s.r.o.",FVE č.1 MARKAGRO
0.015,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ08,CZ080,18.3333,49.7,Frýdek-Místek,739 25,Moravskoslezský,Sviadnov,"MARKAGRO, s.r.o.",FVE č.2 MARKAGRO
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.7167,49.35,Brno-venkov,664 71,Jihomoravský,Braníškov,,FVE BRANÍŠKOV
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,17.3167,48.9,Hodonín,696 62,Jihomoravský,Tvarožná Lhota,,Fotovoltaický systém o výkonu 5 kWp
0.01,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.7333,49.9833,Praha-východ,251 62,Středočeský,Tehovec,,FVE - Svažitá
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ04,CZ042,14.0167,50.6833,Ústí nad Labem,403 40,Ústecký,Ústí nad Labem,,Tomáš Černík
0.009,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ071,17.25,49.55,Olomouc,783 01,Olomoucký,Olomouc,,FVE Zbožínek
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.4,50.1667,Praha-západ,252 63,Středočeský,Roztoky,,"FVE Moravec, Roztoky"
0.01,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.1667,49.35,Klatovy,340 21,Plzeňský,Janovice nad Úhlavou,,"FVE Bastl, Janovice"
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ08,CZ080,18.4333,49.75,Karviná,739 37,Moravskoslezský,Horní Bludovice,,FVE RD Záškolný
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ071,17.48,49.4,Přerov,750 02,Olomoucký,Přerov,,FVE S2013-7
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ072,17.7333,49.1333,Zlín,763 41,Zlínský,Biskupice,,FVE1
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,13.9667,49.9,Beroun,267 51,Středočeský,Svatá,,"FVE 4,6 kWp, Svatá 228"
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ071,17.48,49.4,Přerov,750 02,Olomoucký,Přerov,,FVE S2013-6
0.003,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,12.8167,49.4333,Domažlice,345 34,Plzeňský,Klenčí pod Čerchovem,,SÝKORA 328
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.6507,49.3601,Klatovy,341 01,Plzeňský,Horažďovice,,FVE Račák
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.9333,49.8833,Ostrava-město,716 00,Moravskoslezský,Ostrava,,FVE RD Čermáková
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,17.0167,49.0333,Hodonín,696 33,Jihomoravský,Archlebov,,FVE KONRÁD BOŽETĚCH
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.2833,49.0667,České Budějovice,373 47,Jihočeský,Sedlec,ENERGOREGUL s.r.o.,FVE Sedlec
0.012,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ063,15.9,49.1,Třebíč,675 51,Vysočina,Blatnice,MITRO servis s.r.o.,"FVE HOLÝ, BLATNICE"
0.011,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ063,15.15,49.1833,Jihlava,588 56,Vysočina,Kostelní Myslová,MITRO servis s.r.o.,"FVE HOLÝ, KOSTELNÍ MYSLOVÁ"
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ08,CZ080,18.1667,49.8417,Ostrava-město,708 00,Moravskoslezský,Ostrava,,FVE Bohuš
